"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.167,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.094,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.016,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.831,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.885,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.083,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.277,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.93,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.156,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.676,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.641,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.729,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.064,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.09,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.188,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.211,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.243,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.228,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.006,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.182,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.174,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2001",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2002",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2003",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2004",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2005",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2006",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2007",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2008",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2009",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2010",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2011",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2012",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2013",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2014",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2015",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2016",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2017",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2018",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2020",1,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.029,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.457,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.543,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.657,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.771,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.886,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.029,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.692,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.656,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.667,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.516,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.301,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.109,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2013",1,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2014",1,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2015",1,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2016",1,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.114,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.114,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.465,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.526,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.727,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.325,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.262,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.388,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.373,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.586,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.519,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.716,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.451,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.657,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.553,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.833,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.714,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.796,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.824,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.726,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.779,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.973,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.851,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.787,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.869,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.939,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.835,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.727,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.466,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.462,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.699,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.5,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.1,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.1,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.499,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.507,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.6,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.6,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.5,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.898,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.2,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2016",2,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.68,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.8,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.71,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.66,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.666,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.247,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2002",3.202,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2003",4,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.383,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.348,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.336,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.259,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.349,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.43,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.418,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.472,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.488,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.496,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.553,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.568,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.345,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.506,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.542,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.593,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.436,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.568,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2001",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2002",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2003",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2004",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2005",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2006",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2007",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2008",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2009",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2010",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2011",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2012",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2013",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2014",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2015",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2016",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2017",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2018",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2020",1,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.026,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.978,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.973,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.538,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.893,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.879,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.904,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.025,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.394,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.148,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.561,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.202,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.529,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.079,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.364,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.304,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.647,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.08,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.646,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.65,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2020",2.821,
"RUS","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.786,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2001",4.91,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2002",4.882,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.882,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2004",5.308,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2005",5.415,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2006",5.62,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2007",5.684,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2008",6.092,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2009",5.878,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2010",6.146,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2011",6.141,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2012",5.925,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2013",6.434,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2014",5.88,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2015",5,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2016",5,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2017",5,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2018",6.534,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.818,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.051,
"SAU","CROPYIELD","WHEAT","TONNE_HA","A","2021",4.042,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.611,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.591,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.068,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.024,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.367,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.752,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2007",3.014,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.904,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.059,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.574,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.329,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.677,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.717,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.691,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2015",3.005,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.757,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.04,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.711,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2019",2.843,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2020",4.213,
"ZAF","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.679,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2001",0.8,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2002",0.8,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2003",0.8,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.8,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.8,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2006",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2007",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2008",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2009",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2010",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2011",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2012",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2013",2,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2014",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2015",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2016",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.3,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.3,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2020",1,
"THA","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.122,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2001",3.1,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.927,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.367,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2004",3.11,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.846,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.531,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.342,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2008",3.67,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.093,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.682,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.353,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.8,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.393,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.889,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2015",3.879,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2016",4.205,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2017",4.116,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.726,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2019",4.158,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.82,
"UKR","CROPYIELD","WHEAT","TONNE_HA","A","2021",4.309,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2001",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2002",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2003",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2004",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2005",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2006",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2007",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2008",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2009",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2010",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2011",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2012",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2013",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2014",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2015",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2016",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2017",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2018",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2019",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2020",1,
"VNM","CROPYIELD","WHEAT","TONNE_HA","A","2021",1.028,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.717,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.665,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.656,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.894,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.833,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.831,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.813,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2008",3.034,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.019,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.933,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.145,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.001,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.231,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.291,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2015",3.316,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.44,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.492,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.394,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.503,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.455,
"WLD","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.478,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2001",3.156,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2002",3.014,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2003",3.121,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2004",3.504,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2005",3.42,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2006",3.172,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2007",3.065,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2008",3.563,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.48,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2010",3.574,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.616,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.535,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.841,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.79,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2015",3.89,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.979,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.968,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.741,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2019",4.014,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.875,
"OECD","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.882,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.799,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.792,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.659,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.865,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.826,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2006",3.001,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2007",3.065,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2008",3.218,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.179,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.987,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.284,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.208,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.362,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.509,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2015",3.368,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.616,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.785,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.715,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.762,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.803,
"BRICS","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.755,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2001",4.022,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2002",4.192,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.622,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2004",4.725,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2005",4.863,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2006",4.126,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2007",4.355,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2008",4.826,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.371,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2010",4.566,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.816,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2012",4.073,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.842,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2014",4.873,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2015",5.743,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2016",5.649,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2017",5.557,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2018",5.465,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2019",5.373,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.023,
"NOR","CROPYIELD","WHEAT","TONNE_HA","A","2021",5.287,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2001",5.533,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2002",5.691,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2003",5.074,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2004",6.162,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2005",5.788,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2006",5.855,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2007",6.039,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2008",6.072,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2009",6.107,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2010",5.839,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2011",6.558,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2012",5.991,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2013",5.558,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2014",6.572,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2015",6.356,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2016",4.571,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2017",6.405,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2018",5.962,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2019",5.677,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.448,
"CHE","CROPYIELD","WHEAT","TONNE_HA","A","2021",6.037,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2001",2,
"ISR","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.387,
