Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population, total",SP.POP.TOTL,South Sudan,SSD,9830695,10113648,10355030,10554882,10715657,10832520,10910774,10975924,11062114,11193729,..
"Population, total",SP.POP.TOTL,Spain,ESP,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47133521,47351567,..
"Population, total",SP.POP.TOTL,Sri Lanka,LKA,20398496,20425000,20585000,20778000,20970000,21203000,21444000,21670000,21803000,21919000,..
"Population, total",SP.POP.TOTL,St. Kitts and Nevis,KNA,49442,49881,50328,50776,51204,51629,52036,52438,52834,53192,..
"Population, total",SP.POP.TOTL,St. Lucia,LCA,175538,176654,177505,178307,179131,180028,180955,181890,182795,183629,..
"Population, total",SP.POP.TOTL,St. Martin (French part),MAF,37451,37012,36458,36018,35865,36061,36569,37264,38002,38659,..
"Population, total",SP.POP.TOTL,St. Vincent and the Grenadines,VCT,108315,108435,108624,108868,109135,109467,109826,110210,110593,110947,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,893045863,917725880,943039474,968958352,995458498,1022530245,1050162810,1078319512,1106957870,1136046775,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,892958422,917637577,942949525,968866993,995365079,1022435568,1050066967,1078222750,1106860245,1135948313,..
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,893045863,917725880,943039474,968958352,995458498,1022530245,1050162810,1078319512,1106957870,1136046775,..
"Population, total",SP.POP.TOTL,Sudan,SDN,35349676,36193781,37072555,37977657,38902948,39847433,40813398,41801532,42813237,43849269,..
"Population, total",SP.POP.TOTL,Suriname,SUR,535177,541247,547295,553278,559136,564883,570501,575987,581363,586634,..
"Population, total",SP.POP.TOTL,Sweden,SWE,9449213,9519374,9600379,9696110,9799186,9923085,10057698,10175214,10278887,10353442,..
"Population, total",SP.POP.TOTL,Switzerland,CHE,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8636896,..
"Population, total",SP.POP.TOTL,Syrian Arab Republic,SYR,21081814,20438861,19578466,18710711,17997411,17465567,17095669,16945062,17070132,17500657,..
"Population, total",SP.POP.TOTL,Tajikistan,TJK,7697507,7874838,8059782,8252828,8454019,8663575,8880270,9100847,9321023,9537642,..
"Population, total",SP.POP.TOTL,Tanzania,TZA,45673520,47053033,48483132,49960563,51482638,53049231,54660345,56313444,58005461,59734213,..
"Population, total",SP.POP.TOTL,Thailand,THA,67518379,67835969,68144519,68438748,68714519,68971313,69209817,69428454,69625581,69799978,..
"Population, total",SP.POP.TOTL,Timor-Leste,TLS,1113154,1133002,1153288,1174333,1196294,1219289,1243260,1267975,1293120,1318442,..
"Population, total",SP.POP.TOTL,Togo,TGO,6595939,6773807,6954721,7137997,7323162,7509952,7698476,7889095,8082359,8278737,..
"Population, total",SP.POP.TOTL,Tonga,TON,103558,102736,101768,101023,100780,101143,102002,103199,104497,105697,..
"Population, total",SP.POP.TOTL,Trinidad and Tobago,TTO,1336180,1344814,1353708,1362337,1370332,1377563,1384060,1389841,1394969,1399491,..
"Population, total",SP.POP.TOTL,Tunisia,TUN,10741872,10846993,10952949,11063195,11179951,11303942,11433438,11565203,11694721,11818618,..
"Population, total",SP.POP.TOTL,Turkey,TUR,73443254,74651046,75925454,77229262,78529413,79827868,81116451,82340090,83429607,84339067,..
"Population, total",SP.POP.TOTL,Turkmenistan,TKM,5174076,5267906,5366376,5466324,5565283,5662371,5757667,5850902,5942094,6031187,..
"Population, total",SP.POP.TOTL,Turks and Caicos Islands,TCA,33371,34067,34733,35371,35979,36558,37116,37667,38194,38718,..
"Population, total",SP.POP.TOTL,Tuvalu,TUV,10626,10744,10849,10973,11099,11232,11365,11505,11655,11792,..
"Population, total",SP.POP.TOTL,Uganda,UGA,33476772,34558700,35694519,36911530,38225447,39649173,41166588,42729032,44269587,45741000,..
"Population, total",SP.POP.TOTL,Ukraine,UKR,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203,44134693,..
"Population, total",SP.POP.TOTL,United Arab Emirates,ARE,8946778,9141598,9197908,9214182,9262896,9360975,9487206,9630966,9770526,9890400,..
"Population, total",SP.POP.TOTL,United Kingdom,GBR,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327,67215293,..
"Population, total",SP.POP.TOTL,United States,USA,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123,..
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2364103129,2383978181,2404063280,2423763411,2442625596,2461213434,2480024674,2496446325,2510772964,2522452391,..
"Population, total",SP.POP.TOTL,Uruguay,URY,3368926,3378975,3389436,3400439,3412013,3424139,3436645,3449290,3461731,3473727,..
"Population, total",SP.POP.TOTL,Uzbekistan,UZB,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350,34232050,..
"Population, total",SP.POP.TOTL,Vanuatu,VUT,242658,249505,256637,263888,271128,278326,285499,292675,299882,307150,..
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,28887873,29360827,29781046,30042973,30081827,29851249,29402480,28887117,28515829,28435943,..
"Population, total",SP.POP.TOTL,Vietnam,VNM,88871384,89801926,90752593,91713850,92677082,93640435,94600643,95545959,96462108,97338583,..
"Population, total",SP.POP.TOTL,Virgin Islands (U.S.),VIR,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,..
"Population, total",SP.POP.TOTL,West Bank and Gaza,PSE,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,..
"Population, total",SP.POP.TOTL,World,WLD,7003760440,7089254548,7175500378,7261846543,7347679005,7433569330,7519183459,7602454161,7683372259,7761620146,..
"Population, total",SP.POP.TOTL,"Yemen, Rep.",YEM,23807586,24473176,25147112,25823488,26497881,27168210,27834811,28498683,29161922,29825968,..
"Population, total",SP.POP.TOTL,Zambia,ZMB,14023199,14465148,14926551,15399793,15879370,16363449,16853608,17351714,17861034,18383956,..
"Population, total",SP.POP.TOTL,Zimbabwe,ZWE,12894323,13115149,13350378,13586710,13814642,14030338,14236599,14438812,14645473,14862927,..
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: Health Nutrition and Population Statistics,,,,,,,,,,,,,,
Last Updated: 12/17/2021,,,,,,,,,,,,,,
